ID,Postal_Code,Locality,Type_of_property,Subtype_of_property,Price,Type_of_sale,Number_of_rooms,Living_Area,Fully_equipped_kitchen,Furnished,Open_fire,Terrace,Terrace_Area,Garden,Garden_Area,Surface_of_the_land,Number_of_facades,Swimming_pool,State_of_the_building,Surface_area_plot_land
20140691.0,1400.0,Nivelles,HOUSE,VILLA,290000.0,Under_Option,5.0,123.0,SEMI_EQUIPPED,1,1,0,40.0,0,240.0,545.0,4.0,1,TO_RENOVATE,545.0
20288073.0,2000.0,Antwerpen,APARTMENT,GROUND_FLOOR,295000.0,Under_Option,1.0,55.0,INSTALLED,2,1,1,0.0,0,27.0,0.0,1.0,0,Does not specify,0.0
20285251.0,8660.0,La Panne,APARTMENT,APARTMENT,295000.0,Not specified,2.0,88.0,INSTALLED,2,1,0,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20238356.0,1050.0,Brussel,HOUSE,HOUSE,325000.0,Not specified,3.0,150.0,HYPER_EQUIPPED,1,1,0,30.0,0,280.0,480.0,3.0,1,GOOD,480.0
20290019.0,6900.0,Marche-en-Famenne,HOUSE,HOUSE,330000.0,Not specified,3.0,125.0,INSTALLED,1,1,0,53.0,0,563.0,670.0,3.0,1,GOOD,670.0
20271835.0,6900.0,Marche-en-Famenne,HOUSE,HOUSE,342500.0,Not specified,3.0,158.0,HYPER_EQUIPPED,1,1,0,85.0,0,688.0,910.0,4.0,1,TO_RENOVATE,910.0
20265106.0,6880.0,Bertrix,HOUSE,APARTMENT_BLOCK,389000.0,Not specified,3.0,260.0,SEMI_EQUIPPED,1,1,0,24.0,0,200.0,403.0,3.0,1,GOOD,403.0
20264511.0,1180.0,Uccle,HOUSE,MIXED_USE_BUILDING,410000.0,Not specified,3.0,257.0,SEMI_EQUIPPED,1,1,1,0.0,1,0.0,60.0,2.0,1,TO_BE_DONE_UP,60.0
20291379.0,6920.0,Wellin,HOUSE,HOUSE,429000.0,Not specified,3.0,166.0,INSTALLED,2,1,0,15.0,0,1220.0,1220.0,4.0,0,JUST_RENOVATED,1220.0
20242516.0,1070.0,Anderlecht,HOUSE,HOUSE,545000.0,Not specified,3.0,140.0,HYPER_EQUIPPED,1,1,0,21.0,0,85.0,155.0,2.0,1,AS_NEW,155.0
20146800.0,9600.0,Ronse,HOUSE,EXCEPTIONAL_PROPERTY,555000.0,Not specified,4.0,350.0,SEMI_EQUIPPED,2,1,0,50.0,0,6500.0,7076.0,4.0,1,TO_BE_DONE_UP,7076.0
20259050.0,1300.0,wavre,HOUSE,HOUSE,625000.0,Under_Option,5.0,290.0,INSTALLED,1,1,0,68.0,0,1550.0,1880.0,4.0,1,GOOD,1880.0
20280818.0,1400.0,Nivelles,HOUSE,EXCEPTIONAL_PROPERTY,648000.0,Not specified,4.0,210.0,INSTALLED,1,1,0,0.0,1,0.0,6066.0,4.0,1,TO_BE_DONE_UP,6066.0
20264744.0,1020.0,Bruxelles,HOUSE,HOUSE,679000.0,Not specified,6.0,240.0,INSTALLED,1,1,0,50.0,0,150.0,356.0,3.0,1,GOOD,356.0
20288821.0,1150.0,Woluwe-Saint-Pierre,HOUSE,TOWN_HOUSE,685000.0,Not specified,4.0,202.0,HYPER_EQUIPPED,1,1,0,12.0,0,45.0,169.0,2.0,1,GOOD,169.0
20266518.0,1150.0,Woluwe-Saint-Pierre,HOUSE,VILLA,750000.0,Under_Option,4.0,233.0,INSTALLED,1,1,0,0.0,0,300.0,716.0,4.0,0,TO_RENOVATE,716.0
20291725.0,1060.0,Bruxelles,HOUSE,VILLA,890000.0,Not specified,3.0,300.0,SEMI_EQUIPPED,1,1,0,53.0,0,1500.0,1502.0,4.0,1,GOOD,1502.0
20222520.0,4000.0,Liège,HOUSE,VILLA,1300000.0,Not specified,5.0,472.0,INSTALLED,1,1,0,0.0,1,0.0,2031.0,4.0,0,AS_NEW,2031.0
20290411.0,1180.0,Uccle,HOUSE,APARTMENT_BLOCK,1595000.0,Not specified,10.0,520.0,NOT_INSTALLED,1,1,0,45.0,0,40.0,165.0,2.0,1,TO_RENOVATE,165.0
20288786.0,8300.0,Knokke-Heist,HOUSE,HOUSE,1595000.0,Not specified,4.0,188.0,HYPER_EQUIPPED,1,1,0,0.0,1,0.0,600.0,3.0,0,GOOD,600.0
20288811.0,8300.0,Knokke-Heist,HOUSE,HOUSE,1700000.0,Not specified,4.0,241.0,HYPER_EQUIPPED,0,1,0,0.0,1,0.0,813.0,4.0,0,GOOD,813.0
20294803.0,1502.0,Lembeek,APARTMENT,APARTMENT,229000.0,Not specified,1.0,44.0,SEMI_EQUIPPED,2,1,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20296497.0,9000.0,Gent,APARTMENT,APARTMENT,229000.0,Under_Option,2.0,80.0,HYPER_EQUIPPED,1,1,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20181204.0,4101.0,Seraing,HOUSE,HOUSE,149900.0,Under_Option,3.0,92.0,INSTALLED,1,1,0,10.0,0,100.0,250.0,3.0,1,GOOD,250.0
20315359.0,5575.0,Patignies,HOUSE,HOUSE,259000.0,Newly_Built,3.0,126.0,INSTALLED,2,1,1,0.0,1,0.0,327.0,4.0,1,AS_NEW,327.0
20316146.0,2200.0,HERENTALS,HOUSE,HOUSE,415000.0,Newly_Built,3.0,170.0,INSTALLED,2,1,0,20.0,1,0.0,254.0,3.0,0,Does not specify,254.0
20316144.0,2200.0,HERENTALS,HOUSE,HOUSE,415000.0,Newly_Built,3.0,166.0,INSTALLED,2,1,0,20.0,1,0.0,254.0,3.0,0,Does not specify,254.0
20319555.0,8531.0,Hulste,HOUSE,HOUSE,125000.0,Not specified,2.0,66.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319460.0,3190.0,Boortmeerbeek,APARTMENT,APARTMENT,379000.0,Not specified,2.0,100.0,INSTALLED,2,1,0,18.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319457.0,7110.0,Houdeng-Goegnies,HOUSE,HOUSE,260000.0,Not specified,4.0,207.0,SEMI_EQUIPPED,1,1,0,0.0,1,0.0,5850.0,4.0,0,GOOD,5850.0
20319455.0,4430.0,Ans,APARTMENT,APARTMENT,324900.0,Not specified,3.0,109.0,HYPER_EQUIPPED,1,1,0,7.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20303455.0,2300.0,Turnhout,APARTMENT,APARTMENT,289000.0,Not specified,3.0,100.0,HYPER_EQUIPPED,1,1,0,15.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319454.0,1050.0,Ixelles,APARTMENT,APARTMENT,275000.0,Not specified,1.0,65.0,Does not specify,1,1,0,4.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319450.0,9200.0,Dendermonde,HOUSE,HOUSE,305000.0,Not specified,4.0,169.0,HYPER_EQUIPPED,1,1,0,0.0,1,0.0,246.0,3.0,0,Does not specify,246.0
20124419.0,1050.0,Bruxelles,HOUSE,APARTMENT_BLOCK,295000.0,Not specified,0.0,369.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319446.0,1850.0,Grimbergen,HOUSE,HOUSE,299000.0,Not specified,3.0,111.0,SEMI_EQUIPPED,2,1,0,0.0,1,0.0,110.0,2.0,0,TO_BE_DONE_UP,110.0
20319445.0,1050.0,Ixelles,APARTMENT,APARTMENT,159000.0,Not specified,1.0,46.0,NOT_INSTALLED,2,1,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319436.0,1370.0,Jodoigne,APARTMENT,APARTMENT,345000.0,Newly_Built,2.0,100.0,INSTALLED,2,1,0,8.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319241.0,2170.0,Merksem,APARTMENT,APARTMENT,249000.0,Not specified,2.0,79.0,INSTALLED,2,1,0,10.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319239.0,2000.0,Antwerpen,APARTMENT,DUPLEX,315000.0,Not specified,2.0,92.0,SEMI_EQUIPPED,2,1,1,0.0,0,20.0,0.0,1.0,0,Does not specify,0.0
20319237.0,2000.0,Antwerpen,APARTMENT,APARTMENT,295000.0,Under_Option,4.0,105.0,INSTALLED,2,1,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319240.0,2000.0,Antwerpen,HOUSE,HOUSE,335000.0,Not specified,3.0,193.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319236.0,2000.0,Antwerpen,HOUSE,HOUSE,369000.0,Not specified,3.0,133.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319235.0,2000.0,Antwerpen,APARTMENT,APARTMENT,174000.0,Not specified,1.0,64.0,INSTALLED,2,1,0,3.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319231.0,2200.0,HERENTALS,HOUSE,HOUSE,649000.0,Not specified,6.0,488.0,INSTALLED,2,1,1,0.0,1,0.0,889.0,4.0,0,GOOD,889.0
20319230.0,2200.0,HERENTALS,HOUSE,VILLA,649000.0,Not specified,6.0,488.0,INSTALLED,2,1,1,0.0,1,0.0,889.0,4.0,0,GOOD,889.0
20319226.0,2200.0,HERENTALS,HOUSE,MANSION,649000.0,Not specified,6.0,488.0,INSTALLED,2,1,1,0.0,1,0.0,889.0,4.0,0,GOOD,889.0
20319223.0,7500.0,Tournai,HOUSE,HOUSE,249000.0,Not specified,4.0,231.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319222.0,7500.0,Tournai,HOUSE,HOUSE,180000.0,Not specified,3.0,148.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319219.0,2500.0,Lier,HOUSE,HOUSE,285000.0,Not specified,4.0,125.0,SEMI_EQUIPPED,0,1,0,25.0,0,25.0,88.0,2.0,0,GOOD,88.0
20319218.0,8500.0,Kortrijk,HOUSE,HOUSE,150000.0,Not specified,2.0,250.0,INSTALLED,0,1,1,0.0,1,0.0,141.0,3.0,0,GOOD,141.0
20319208.0,9100.0,Sint-Niklaas,APARTMENT,APARTMENT,229000.0,Not specified,2.0,80.0,INSTALLED,0,1,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319203.0,9100.0,Sint-Niklaas,HOUSE,HOUSE,495000.0,Not specified,4.0,285.0,SEMI_EQUIPPED,2,0,1,0.0,1,0.0,920.0,4.0,0,GOOD,920.0
20319200.0,9100.0,Sint-Niklaas,HOUSE,HOUSE,569000.0,Not specified,4.0,211.0,INSTALLED,2,1,1,0.0,1,0.0,269.0,3.0,0,AS_NEW,269.0
20319210.0,9100.0,Sint-Niklaas,HOUSE,HOUSE,290000.0,Not specified,3.0,137.0,INSTALLED,2,1,1,0.0,0,186.0,271.0,2.0,0,GOOD,271.0
20319785.0,4400.0,Flémalle,HOUSE,MIXED_USE_BUILDING,139000.0,Not specified,2.0,115.0,NOT_INSTALLED,1,1,1,0.0,1,0.0,60.0,2.0,1,TO_RENOVATE,60.0
20319068.0,6000.0,Charleroi,HOUSE,VILLA,195000.0,Not specified,2.0,110.0,Does not specify,2,1,1,0.0,1,0.0,568.0,4.0,0,Does not specify,568.0
20317223.0,1400.0,Nivelles,HOUSE,HOUSE,200000.0,Not specified,4.0,174.0,SEMI_EQUIPPED,1,1,0,28.0,0,119.0,190.0,2.0,1,GOOD,190.0
20319545.0,8531.0,Hulste,HOUSE,HOUSE,235000.0,Not specified,4.0,225.0,INSTALLED,2,1,0,37.0,0,680.0,984.0,4.0,0,Does not specify,984.0
20317975.0,7134.0,Epinois,HOUSE,HOUSE,240000.0,Not specified,4.0,205.0,INSTALLED,2,1,0,0.0,1,0.0,0.0,2.0,0,JUST_RENOVATED,0.0
20321126.0,4550.0,Nandrin,HOUSE,HOUSE,249000.0,Not specified,3.0,109.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20320546.0,9160.0,Lokeren,HOUSE,HOUSE,269000.0,Not specified,3.0,137.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20320538.0,9160.0,Lokeren,HOUSE,HOUSE,315000.0,Not specified,4.0,145.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20318404.0,9500.0,Geraardsbergen,HOUSE,BUNGALOW,325000.0,Not specified,3.0,163.0,INSTALLED,1,1,0,28.0,0,400.0,852.0,4.0,0,TO_BE_DONE_UP,852.0
20321109.0,9160.0,Lokeren,HOUSE,HOUSE,349000.0,Not specified,3.0,206.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319465.0,1400.0,Nivelles,HOUSE,VILLA,350000.0,Under_Option,4.0,231.0,INSTALLED,1,1,0,80.0,0,573.0,747.0,4.0,0,TO_BE_DONE_UP,747.0
20321198.0,9600.0,Ronse,HOUSE,HOUSE,385000.0,Not specified,3.0,300.0,NOT_INSTALLED,2,1,0,0.0,1,0.0,2330.0,4.0,0,Does not specify,2330.0
20320910.0,8200.0,Sint Andries,HOUSE,VILLA,579000.0,Not specified,4.0,201.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20320543.0,9160.0,Lokeren,HOUSE,HOUSE,595000.0,Not specified,3.0,204.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20321111.0,9250.0,Waasmunster,HOUSE,VILLA,698000.0,Not specified,4.0,361.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20317778.0,1060.0,Saint-Gilles,HOUSE,MIXED_USE_BUILDING,1750000.0,Not specified,3.0,400.0,HYPER_EQUIPPED,1,1,0,27.0,1,0.0,0.0,2.0,1,AS_NEW,0.0
20299829.0,4101.0,Seraing,HOUSE,HOUSE,59000.0,Not specified,1.0,48.0,NOT_INSTALLED,1,1,0,22.0,1,0.0,68.0,2.0,1,TO_BE_DONE_UP,68.0
20271318.0,7333.0,Tertre,HOUSE,HOUSE,180000.0,Not specified,2.0,216.0,INSTALLED,2,1,1,0.0,0,206.0,300.0,3.0,0,TO_BE_DONE_UP,300.0
20265224.0,2610.0,Wilrijk,APARTMENT,APARTMENT,199000.0,Under_Option,2.0,82.0,INSTALLED,2,1,0,2.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20268498.0,2220.0,Heist op den Berg,HOUSE,HOUSE,312000.0,Under_Option,3.0,123.0,SEMI_EQUIPPED,2,1,0,21.0,1,0.0,218.0,3.0,0,GOOD,218.0
20268019.0,2610.0,Wilrijk,HOUSE,TOWN_HOUSE,399000.0,Not specified,4.0,201.0,Does not specify,2,1,1,0.0,0,100.0,208.0,2.0,0,TO_RENOVATE,208.0
20234144.0,1200.0,bruxelles,APARTMENT,APARTMENT,765000.0,Not specified,3.0,254.0,HYPER_EQUIPPED,1,1,0,27.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20301022.0,9000.0,Gent,HOUSE,VILLA,3500000.0,Not specified,6.0,712.0,INSTALLED,2,0,1,0.0,1,0.0,1043.0,4.0,0,Does not specify,1043.0
20280147.0,1800.0,Vilvoorde,APARTMENT,APARTMENT,325000.0,Not specified,2.0,90.0,INSTALLED,1,1,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20280762.0,8620.0,Nieuwpoort,APARTMENT,APARTMENT,685000.0,Under_Option,2.0,100.0,INSTALLED,2,1,0,19.0,1,0.0,0.0,1.0,0,Does not specify,0.0
11389839.0,2870.0,Puurs,HOUSE,HOUSE,208000.0,Not specified,3.0,166.0,INSTALLED,2,1,0,20.0,1,0.0,180.0,2.0,0,TO_RENOVATE,180.0
20220403.0,1301.0,Bierges,HOUSE,MIXED_USE_BUILDING,290000.0,Not specified,1.0,121.0,USA_INSTALLED,1,1,1,0.0,1,0.0,90.0,2.0,1,GOOD,90.0
11215514.0,1301.0,Bierges,HOUSE,MIXED_USE_BUILDING,450000.0,Not specified,6.0,322.0,INSTALLED,2,0,0,0.0,0,1269.0,1269.0,3.0,0,TO_RESTORE,1269.0
11215549.0,1301.0,Bierges,HOUSE,MIXED_USE_BUILDING,450000.0,Not specified,6.0,322.0,INSTALLED,2,0,0,0.0,0,1269.0,1269.0,3.0,0,TO_RESTORE,1269.0
20319212.0,9100.0,Sint-Niklaas,HOUSE,HOUSE,219000.0,Not specified,3.0,107.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319201.0,9100.0,Sint-Niklaas,HOUSE,HOUSE,114000.0,Not specified,1.0,50.0,SEMI_EQUIPPED,2,1,1,0.0,1,0.0,194.0,2.0,0,TO_RENOVATE,194.0
20319209.0,9100.0,Sint-Niklaas,HOUSE,HOUSE,499000.0,Not specified,5.0,200.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319204.0,9100.0,Sint-Niklaas,HOUSE,HOUSE,315000.0,Not specified,5.0,194.0,SEMI_EQUIPPED,2,0,1,0.0,1,0.0,393.0,2.0,0,TO_RENOVATE,393.0
20319211.0,9100.0,Sint-Niklaas,HOUSE,HOUSE,289000.0,Not specified,3.0,140.0,SEMI_EQUIPPED,2,0,0,12.0,0,127.0,269.0,2.0,0,GOOD,269.0
20319205.0,9100.0,Sint-Niklaas,HOUSE,HOUSE,230000.0,Not specified,5.0,170.0,SEMI_EQUIPPED,2,1,1,0.0,0,174.0,320.0,2.0,0,TO_RENOVATE,320.0
20319202.0,9100.0,Sint-Niklaas,HOUSE,HOUSE,321000.0,Not specified,4.0,196.0,INSTALLED,2,1,1,0.0,1,0.0,219.0,2.0,0,TO_BE_DONE_UP,219.0
20319213.0,9100.0,Sint-Niklaas,APARTMENT,SERVICE_FLAT,259000.0,Not specified,2.0,87.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319206.0,9100.0,Sint-Niklaas,APARTMENT,APARTMENT,232000.0,Not specified,2.0,69.0,INSTALLED,2,1,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319199.0,9100.0,Sint-Niklaas,HOUSE,APARTMENT_BLOCK,735000.0,Not specified,4.0,194.0,INSTALLED,2,1,0,6.0,1,0.0,96.0,2.0,0,AS_NEW,96.0
20319193.0,9100.0,Sint-Niklaas,HOUSE,HOUSE,329000.0,Under_Option,3.0,160.0,INSTALLED,2,1,1,0.0,1,0.0,220.0,3.0,0,GOOD,220.0
20319198.0,9100.0,Sint-Niklaas,APARTMENT,APARTMENT,239000.0,Not specified,2.0,82.0,INSTALLED,2,1,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319195.0,9100.0,Sint-Niklaas,APARTMENT,SERVICE_FLAT,269000.0,Not specified,1.0,69.0,INSTALLED,2,1,0,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319215.0,9100.0,Sint-Niklaas,APARTMENT,APARTMENT,300000.0,Not specified,2.0,83.0,INSTALLED,2,1,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319196.0,9100.0,Sint-Niklaas,HOUSE,HOUSE,365000.0,Not specified,4.0,205.0,INSTALLED,2,1,1,0.0,1,0.0,414.0,2.0,0,TO_RENOVATE,414.0
20319197.0,9100.0,Sint-Niklaas,HOUSE,HOUSE,440000.0,Not specified,6.0,318.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319191.0,9100.0,Sint-Niklaas,HOUSE,HOUSE,279000.0,Not specified,2.0,180.0,SEMI_EQUIPPED,2,1,0,36.0,0,147.0,420.0,3.0,0,TO_RENOVATE,420.0
20319194.0,9100.0,Sint-Niklaas,HOUSE,HOUSE,245000.0,Not specified,3.0,140.0,INSTALLED,2,1,1,0.0,1,0.0,93.0,2.0,0,GOOD,93.0
20319188.0,9100.0,Sint-Niklaas,APARTMENT,APARTMENT,249000.0,Not specified,3.0,116.0,INSTALLED,2,1,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319189.0,9100.0,Sint-Niklaas,HOUSE,TOWN_HOUSE,365000.0,Not specified,5.0,199.0,SEMI_EQUIPPED,2,1,0,0.0,1,0.0,335.0,2.0,0,GOOD,335.0
20319187.0,9100.0,Sint-Niklaas,HOUSE,HOUSE,459000.0,Not specified,3.0,177.0,INSTALLED,2,0,1,0.0,1,0.0,1040.0,3.0,0,TO_BE_DONE_UP,1040.0
20319185.0,1480.0,Tubize,HOUSE,HOUSE,249000.0,Not specified,4.0,152.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319180.0,2180.0,Ekeren,HOUSE,HOUSE,588013.0,Not specified,3.0,204.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319177.0,2180.0,Ekeren,APARTMENT,APARTMENT,159000.0,Not specified,1.0,67.0,INSTALLED,2,1,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319178.0,2180.0,Ekeren,HOUSE,HOUSE,299000.0,Not specified,3.0,161.0,SEMI_EQUIPPED,2,1,1,0.0,1,0.0,210.0,2.0,0,TO_BE_DONE_UP,210.0
20319182.0,2180.0,Ekeren,HOUSE,HOUSE,339000.0,Not specified,4.0,169.0,INSTALLED,2,1,0,0.0,1,0.0,183.0,2.0,0,GOOD,183.0
20319176.0,2180.0,Ekeren,APARTMENT,GROUND_FLOOR,335000.0,Not specified,2.0,103.0,INSTALLED,2,1,1,0.0,0,92.0,0.0,1.0,0,Does not specify,0.0
20319179.0,2180.0,Ekeren,APARTMENT,GROUND_FLOOR,89000.0,Not specified,1.0,28.0,USA_INSTALLED,2,1,0,3.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319174.0,2180.0,Ekeren,HOUSE,HOUSE,589000.0,Not specified,4.0,248.0,INSTALLED,2,1,0,0.0,1,0.0,410.0,3.0,0,Does not specify,410.0
20319175.0,2180.0,Ekeren,HOUSE,HOUSE,299900.0,Not specified,2.0,110.0,INSTALLED,2,1,0,0.0,1,0.0,128.0,3.0,0,GOOD,128.0
11285090.0,1301.0,Bierges,HOUSE,HOUSE,480000.0,Under_Option,4.0,220.0,INSTALLED,1,0,0,15.0,0,1680.0,1680.0,3.0,1,GOOD,1680.0
20306094.0,9300.0,Aalst,APARTMENT,APARTMENT,462000.0,Newly_Built,3.0,142.0,HYPER_EQUIPPED,2,1,0,11.0,0,49.0,0.0,1.0,0,Does not specify,0.0
20305346.0,4000.0,Liège,APARTMENT,APARTMENT,139500.0,Not specified,1.0,42.0,NOT_INSTALLED,2,1,0,10.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20302974.0,2018.0,Antwerpen,APARTMENT,APARTMENT,159900.0,Not specified,2.0,77.0,INSTALLED,1,1,0,5.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20302266.0,1082.0,Berchem-Sainte-Agathe,APARTMENT,APARTMENT,179000.0,Not specified,1.0,39.0,SEMI_EQUIPPED,0,1,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20303814.0,1050.0,Ixelles,APARTMENT,APARTMENT,250000.0,Not specified,1.0,45.0,INSTALLED,1,1,0,22.0,0,70.0,0.0,1.0,0,Does not specify,0.0
20304084.0,6900.0,Marche-en-Famenne,APARTMENT,DUPLEX,298500.0,Not specified,2.0,86.0,INSTALLED,1,1,0,9.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20302074.0,1000.0,Brussel,APARTMENT,APARTMENT,330000.0,Not specified,2.0,76.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20302794.0,2580.0,Putte,APARTMENT,DUPLEX,349000.0,Not specified,3.0,133.0,HYPER_EQUIPPED,2,1,0,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20302527.0,3000.0,Leuven,APARTMENT,APARTMENT,349000.0,Not specified,2.0,90.0,Does not specify,2,1,0,5.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20304004.0,1200.0,Woluwe-St-Lambert,APARTMENT,APARTMENT,390000.0,Not specified,2.0,81.0,NOT_INSTALLED,1,1,0,4.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20302572.0,1831.0,Diegem,APARTMENT,APARTMENT,699000.0,Not specified,3.0,329.0,SEMI_EQUIPPED,2,1,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20285253.0,2940.0,Stabroek,HOUSE,HOUSE,275000.0,Not specified,3.0,152.0,INSTALLED,2,1,1,0.0,0,751.0,751.0,1.0,0,TO_RENOVATE,751.0
20294152.0,6060.0,Gilly,HOUSE,HOUSE,155000.0,Not specified,2.0,100.0,SEMI_EQUIPPED,2,0,0,18.0,0,42.0,0.0,2.0,0,GOOD,0.0
20318373.0,1180.0,Uccle,APARTMENT,APARTMENT,397000.0,Not specified,3.0,114.0,INSTALLED,2,1,0,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20257426.0,1200.0,bruxelles,APARTMENT,APARTMENT,495000.0,Not specified,2.0,90.0,INSTALLED,1,1,0,8.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20317988.0,1050.0,Ixelles,APARTMENT,APARTMENT,695000.0,Not specified,2.0,192.0,Does not specify,1,0,0,30.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20279375.0,8531.0,Hulste,APARTMENT,APARTMENT,219000.0,Not specified,1.0,72.0,INSTALLED,2,1,0,18.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20267303.0,4101.0,Seraing,HOUSE,HOUSE,229000.0,Under_Option,3.0,145.0,INSTALLED,1,1,0,50.0,0,200.0,330.0,3.0,0,GOOD,330.0
20268057.0,4680.0,Oupeye,HOUSE,HOUSE,269000.0,Under_Option,2.0,80.0,INSTALLED,1,1,0,25.0,0,30.0,144.0,3.0,1,JUST_RENOVATED,144.0
20276929.0,7860.0,Lessines,HOUSE,MANSION,499000.0,Not specified,5.0,321.0,INSTALLED,2,1,0,40.0,0,515.0,891.0,4.0,0,GOOD,891.0
20324267.0,6280.0,Loverval,HOUSE,HOUSE,329000.0,Newly_Built,3.0,145.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20293498.0,9810.0,Nazareth,APARTMENT,APARTMENT,245000.0,Not specified,2.0,100.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20325739.0,9450.0,Denderhoutem,HOUSE,HOUSE,439000.0,Not specified,3.0,165.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20324571.0,9030.0,Mariakerke,HOUSE,HOUSE,449000.0,Not specified,3.0,165.0,INSTALLED,1,1,1,0.0,1,0.0,519.0,1.0,0,GOOD,519.0
20324737.0,8370.0,Blankenberge,HOUSE,HOUSE,459000.0,Not specified,3.0,187.0,INSTALLED,1,1,0,0.0,1,0.0,286.0,2.0,1,AS_NEW,286.0
20319183.0,2180.0,Ekeren,HOUSE,HOUSE,327000.0,Not specified,3.0,147.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319181.0,2180.0,Ekeren,HOUSE,HOUSE,369000.0,Not specified,4.0,198.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319170.0,2180.0,Ekeren,APARTMENT,APARTMENT,179900.0,Not specified,2.0,89.0,Does not specify,2,2,1,0.0,1,0.0,0.0,1.0,0,Does not specify,0.0
20319173.0,2180.0,Ekeren,HOUSE,MIXED_USE_BUILDING,349000.0,Not specified,3.0,531.0,SEMI_EQUIPPED,2,1,1,0.0,0,80.0,391.0,3.0,0,TO_BE_DONE_UP,391.0
